"459819749,2025-10-19T05:15:55Z,1404/07/27 08:45,مهران احمدی,plmzaq,twit,#خودرو وساپا حتماتوسبد داشته باشید سود عالی خواهید کرد"
"459819744,2025-10-19T05:15:48Z,1404/07/27 08:45,GHAGHNOOS,ghaghnoos,quote,زرشک پلو با میگو"
"459819725,2025-10-19T05:14:52Z,1404/07/27 08:44,چشمه ی نور,20silverstone20,quote,خساپا و خودرویی ها در صدر بازار یک تنه می درخشند.\nجانیزا ساغلیق : Pasha"
"459819717,2025-10-19T05:14:26Z,1404/07/27 08:44,مرد تنهایی شب ,5yt5555,twit,#شاخص_بورس ان الله مع الصابرین"
"459819711,2025-10-19T05:14:21Z,1404/07/27 08:44,فوق تخصص بورس,bb52,twit,#میدکو \n\nحقوقیهای محترم به اندازه حجم مبنا بفروشید!"
"459819706,2025-10-19T05:14:15Z,1404/07/27 08:44,علی نظری,hamid403040,twit,#عیار \nهیچ خبری نیست این شایعات دوستان طلا فروشه"
"459819703,2025-10-19T05:14:14Z,1404/07/27 08:44,رها نیلفروش زاده,nilforoushzade,twit,#حفاری دزدان ، چرا سود واریز نمیشه"
"459819528,2025-10-19T05:05:57Z,1404/07/27 08:35,افشار دوم,chelseafc,retwit,#شاخص_بورس \nبازاری که جنگ رو پیشخور کرده\n\nمکانیزم‌ماشه و انواع تحریم های سازمان مللی و آمریکایی رو پیشخور کرده\n\nو همچنین ۶ سال ریزش داشته\n\nو صد البته توی این شش سال از تورم هم جامونده\nو قیمتش با پشگل یکی شده،\n این اخبار ا‌حمقانه و پوچ که چیزی نیست"
"459819663,2025-10-19T05:11:55Z,1404/07/27 08:41,axy,axy2,twit,#شاخص_بورس تلاش مذبوحانه عده ای برای منفی کردن بازار و تنفس مصنوعی به طلا و دلار با خبر جعلی دیشب شکست خورد.\n\nمثبت های امروز رو تماشا کنید و دست از دشمنی با بورس بردارید."
"459819656,2025-10-19T05:11:33Z,1404/07/27 08:41,Bareta,sepahannovin,twit,#شتران درود مشکل سیستمی برای برداشت وجه برطرف گردید"
