"457993519,2025-06-03T05:24:56Z,1404/03/13 08:54,Hosin,hossin12,quote,#شاخص_بورس وقتی ۳ کشور در لیست سیاه fatf هستن ، کره شمالی، میانمار هر دو داغون ، و ایران ، باید وضعیت کشور این باشه .  بعد دوستان دنبال بمب اتم هستن ، الان کره شمالی اتم داره ولی مردمش نون ندارن بخورن ماشین ۵۰ سال پیش ارزوشونه ،تحریمها کمر اقتصاد و مردمشو شکسته .غنی سازی خوبه، وقتی که تحریم نباشیم مردم بدبخت نباشن...."
"457984419,2025-06-02T15:54:36Z,1404/03/12 19:24,arastoo,masteraccount,retwit,#خودرو خبر مهم معاون پایاپای و خزانه داری  بورس کالا : 🌺🌺\nزیر ساخت تسهیل معاملات خودرو در بورس کالا فراهم شد. ضمن ایجاد «سامانه تحویل»، خرید خودرو در بورس کالا «آنلاین» می‌شود.\nنوروزپور در توضیح موضوعات مطرح شده در بازدید امروز مدیران بورس کالا از خطوط تولید شرکت ایران‌ خودرو، گفت: نشست امروز به دنبال درخواست شرکت ایران‌خودرو برای عرضه محصولات خود در بورس کالای ایران برگزار شد.\n لذا برنامه داریم با اتصال به سامانه تحویل، بحث تحویل خودرو را به‌ صورت سیستمی پیاده‌سازی و فرآیند را ساده‌تر و قابل رصد کنیم."
"457993511,2025-06-03T05:24:54Z,1404/03/13 08:54,جعفر,taher1119,quote,#عیار \n👍"
"457993508,2025-06-03T05:24:51Z,1404/03/13 08:54,درانی عرب,alidorraniarab,twit,#ثاخت شش ماهه 100 تومن خیلیههههههههههههههه"
"457993505,2025-06-03T05:24:40Z,1404/03/13 08:54,مجید,didban99,twit,#رمپنا ما از این مجمع ها دیدیم دست کم ۴ بار؛ چیزی توش نیست برای حقیقی کوچولو!!!!"
"457993500,2025-06-03T05:24:31Z,1404/03/13 08:54,درانی عرب,alidorraniarab,twit,#ثاخت فعلا همین خبر سود 100 تومنی میترکونه"
"457993496,2025-06-03T05:24:20Z,1404/03/13 08:54,درانی عرب,alidorraniarab,quote,#ثاخت این خبر دیگه طوفان به پا میکنه"
"457648076,2025-05-18T08:28:41Z,1404/02/28 11:58,Don Corleone,doncorleone,retwit,#ثاخت \nثاخت با قدرت از طوفان ابرهای ایکیموکو خارج شد \nتارگت بالای 800 تومان"
"457648142,2025-05-18T08:30:15Z,1404/02/28 12:00,Don Corleone,doncorleone,retwit,#ثاخت \nعقاب پر طلایی و خروج از مقاومت ثاخت \nطعمه 800 تومانی در دسترس عقاب پر طلایی قرار گفت"
"457668458,2025-05-19T04:21:17Z,1404/02/29 07:51,Don Corleone,doncorleone,retwit,#ثاخت \nمن اینطور به شما بگم فقط یک قلم تجاری و تفریح و هتل نارنجستان 2 با تکمیل بالای 8 همت ارزش داره که سودی بیشتر از مارکت الان ثاخت رو نصیب سهامداران میکنه"
