"456940625,2025-04-19T05:14:37Z,1404/01/31 08:44,علی,alirezavv,twit,#زاگرس صف فروش امروز داشته باش فریب یه عده نخورید ،"
"456940600,2025-04-19T05:14:00Z,1404/01/31 08:44,دکتر مرادی اتحاد,moradi51,quote,وتجارت  100 تومانی \n\nنزدیک است"
"456940593,2025-04-19T05:13:56Z,1404/01/31 08:43,چشمه ی نور,20silverstone20,pull,امروز با قدرت خوب سطح مقاومت ذوحی+روانی 3 میلیون واحدی شاخص شکسته میشود. آیا موافق هستید؟"
"456940585,2025-04-19T05:13:44Z,1404/01/31 08:43,داریوش دوم,amnirgt2223,quote,#شاخص_بورس  عبور پر قدرت شاخص از سه میلیون واحد با صنعت بانکداری"
"456940575,2025-04-19T05:13:22Z,1404/01/31 08:43,iran,hrd1371,twit,#شاخص_بورس \nبه این تصاویر خوب نگاه کنید تا متوجه شوید که چرا وضع معیشتی ما بهتر نمی‌شود.\n\nاین فردی که به اسم \"فعال بخشی خصوصی\" در جلسه با رئیس جمهور حاضر شده و تصاویرش را در ۱۸ فروردین ۱۴۰۴ سایت دکتر پزش کیان نیز منتشر کرده، مهدی جهانگیری رئیس بانک گردشگری و یکی از بزرگترین مفسدان اقتصادی است که طبق حکم قوه قضاییه قاچاقچی حرفه ای ارز است.\n\n اقتصاد سیاسی کشور، فعلا دست ایشان و امثال ایشان است. اگر دنبال مقصر هستید بدانید چه کسانی دارند اقتصاد ایران را اداره میکنند. وقتی در سطح رئیس جمهور با چنین مفسدانی جلسه برای همکاری برگزار میشود، بدانید که کار چقدر سخت شده است.\nتا وقتی استکبار داخلی و ترامپهای درونی را از بین نبریم، در مقابله با استکبار خارجی درجا خواهیم زد..."
"456940564,2025-04-19T05:13:03Z,1404/01/31 08:43,حامی سهامدار خرد,hamisahamdar,twit,#تپکو سهامداران عزیز ومظلوم وبی پناه تپکو مطمعن باشید حقوقی ن000 وبی 0000 به سر عقل خواهد امد وخواهد فهمید که چه اشتباه بزرگی کرده است بیشترین ضرر را خود حقوقی از این وضع کرده وخواهد کرد نه یک برگ سهم تپکو میخریم ونه یک برگ سهم تپکو میفروشیم یا علی"
"456940554,2025-04-19T05:12:26Z,1404/01/31 08:42,hamid,wer2gb5t,twit,#عیار دوستانی که عیار دارن امیدوارم با سود خوب یا حداقل سربه سر خارج بشن و نبینیم دوستان بعد از ۴۰یا۵۰درصد افت اینجا اه و ناله میکنن...فقط از روی دلسوزی است...این بلا در بورس بر سرِهمه آمده"
"456940548,2025-04-19T05:12:20Z,1404/01/31 08:42,دکتر مرادی اتحاد,moradi51,quote,وتجارت 100 تومانی\n\nبه زودی"
"456940543,2025-04-19T05:12:13Z,1404/01/31 08:42,گاریک,garik,twit,#قیستو چهارشنبه هم شرکت سیمان مدلل 6 میلیون سهم خرید هفته پیش چند تا از حقوقی های درصدی هر روز خریدهای میلیونی داشتن حالا چه خبره توی سهم الله اعلم"
"456940496,2025-04-19T05:10:13Z,1404/01/31 08:40,داریوش دوم,amnirgt2223,twit,#وبملت  رشد انفجاری بانک ملت وصنعت بانکداری  در راه است مقایسه صنعت بانک داری با سقف سال 99اشتباه است  متا سفانه خیلی کانال معتبر اعتبار از دست میدند"
