"460340149,2025-11-17T05:17:53Z,1404/08/26 08:47,هادی,aghahadi,twit,#سصفها \nبه زبان ساده نامه به سازمان بورس نوشته شده ولی مخاطب سهامداران هستند . میگوید سهامداران عزیز همانطور که قبلاً به سازمان بورس اعلام کردم . دوباره اعلام کردم . تصمیم گیری با سازمان بورس است . خبر مهم کجاست ؟\nوالسلام"
"460340141,2025-11-17T05:17:46Z,1404/08/26 08:47,ع م,mal,quote,بعضی از خودی ها غلط هایی میکنند و به همنوعان خود را متضرر میکنند و آرامش آنها را بهم می‌ریزند که به جرأت می‌توان گفت «طرامپ»و طرفدارانش نکرده آمد"
"460340127,2025-11-17T05:16:33Z,1404/08/26 08:46,چشمه ی نور,20silverstone20,twit,ندید میگم.......................دلال های کثیف بدنبال تخریب بازار بورس هستند. عده ی زیادی از آنها طاحبان املاک و نمایشگاه خودرو و بسیاری طلافروش هستند."
"460338750,2025-11-16T22:44:19Z,1404/08/26 02:14,داود,market1,retwit,#شاخص_بورس دور خیر بازار برای فتح قله های جدید. ✅✅\nبازار سرمایه در انتظار پرواز...بزودی شاخص ۴میلیونی را زیارت خواهیم کرد."
"460340101,2025-11-17T05:13:45Z,1404/08/26 08:43,چشمه ی نور,20silverstone20,retwit,#وبملت دقیقا همین امروز شاخص مجددا به مرز 3200 می رسد. عبور قدرتمند از اینجا نوید شاخص بالای 4000 را تا عید و حتی 4300 میدهد. وبملت را برای 270 تا 280 تومان میخرند.\nجانوزا دوعالار:Pasha"
"460340109,2025-11-17T05:15:07Z,1404/08/26 08:45,Sefid,sefidsiya,twit,#شفارا \nبازم دو تا اردر ۳۵۵ و ۳۵۸ تومان پاک نشده\nقبل از سفارش ها یک ربع به ۹"
"460340101,2025-11-17T05:13:45Z,1404/08/26 08:43,چشمه ی نور,20silverstone20,twit,#وبملت دقیقا همین امروز شاخص مجددا به مرز 3200 می رسد. خبور قدرتمند از اینجا نوید شاخص بالای 4000 را تا عید و حتی 4300 را میدهد. وبملت را برای 270 تا 280 تومان میخرند.\nجانوزا دوعالار:Pasha"
"460340079,2025-11-17T05:12:52Z,1404/08/26 08:42,امیر علی @,a2mir2,twit,#موج سلام به همگی دوستان اگر  این 2روز روند صعودی همراه با افزایش حجم معاملات همراه شد و ارزش معاملات به بالای 10همت رسید که عالی ست و میشه به روند صعودی امیدوار بود و با تمام سرمایه وارد شد با گذاشتن حد ضرر نگهداری کرد ولی اگر حجم معاملات در حدود همین چند روز باشه بنظرم باید سبک کرد و منتظر سیگنال جدید ماند"
"460340076,2025-11-17T05:12:44Z,1404/08/26 08:42,علی,ahooeie,twit,#خودرو 250 میلیارد پول درشت تا الان از صندوق ثابت خارج شده مقصدشون بی شک بازار سهامه امروز بازار سبزه سبزه تماااام"
"460340070,2025-11-17T05:12:20Z,1404/08/26 08:42,همدان,3875221907mm,twit,#فزر حاج امیر حال فزر را را نگهداریم یا بفروشیم یا اضافه کنیم؟"
