"462264320,2026-02-15T05:53:50Z,1404/11/26 09:23,Ali,a4671369a,twit,#وساپا \nعجب عجب \nامان ای پیدا کرد \n\nماشاءالله"
"462264311,2026-02-15T05:53:39Z,1404/11/26 09:23,استاد راهنما,dr_darabi,twit,#شاخص_بورس تمام گزارشات و افشا ها سوخت. فقط پول مفت میگیرند. ایران به مدیر و رئیس نیاز ندارد"
"462264308,2026-02-15T05:53:38Z,1404/11/26 09:23,Tala,justgoldddd,twit,#شاخص_بورس فرض کنید مثلا پتروشیمی ها در جنگ آتی موشک بخورن واقعا به عدد صفر سهمشون باید برسه.با پس انداز خودتون و خانوادتون بازی نکنید."
"462264302,2026-02-15T05:53:31Z,1404/11/26 09:23,Sam Fisher,abolfazl3040,twit,#شاخص_بورس \nاین سیستم همینه توقع بیشتر نباید داشته باشید.\nخودرو نماد تمام عیار وضعیت اینان است.\nفقط تحمیل گرانی و تورم دستاورد 47 سال این حکو.مت منسوخ است."
"462264279,2026-02-15T05:53:11Z,1404/11/26 09:23,Hamid,hfazlolahi,twit,#شاخص_بورس حداقل ببنديد ديگه اين بازار افتضاحو\nچه خبره\n٦ ماهه فقط اينجا جنگه هر روز"
"462263969,2026-02-15T05:48:12Z,1404/11/26 09:18,دکتر مس,anfield,retwit,#شاخص_بورس امروز وقت درو کاراست"
"462262742,2026-02-15T05:07:25Z,1404/11/26 08:37,تحلیل بازار,hamid.vatan,retwit,#شاخص_بورس  #خودرو  #فولاد \n\nآقای صیدی، روزی که دولت آقای پزشکیان اومد سهامدارا گفتند نوسانگیری دولت از سهامدار خرد دیگه تموم شده\nاما اینگونه نبود!\nمیخاین بگین الان تقصیر جنگ و اوضاع سیاسی هست که اینجوری شده\nولی نه اونم نیست \nچون میتونین با تنظیم دامنه بین صفر تا مثبت یک یا یستن موقت بازار، از ریزش بیشتر سرمایه های مردم جلوگیری کنین، ولی نمی کنید!\nعلت چی میتونه باشه؟ \nهمراهی با صندوقها و بانکها و ... برای نوسانگیری گنده از مردم به بهانه جنگ و اوضاع سیاسی؟!\n\nزودتر اقدام کنید و به عنوان مسئولینی که بهمین خاطر حقوقهای کلان میگیرید، از سرمایه اندک سهامداران در برابر مافیای نوسانگیری محافظت کنید..."
"462264257,2026-02-15T05:53:00Z,1404/11/26 09:23,reza,reza131213,twit,ایا با این جگ روانی اقای پزشکیان بازار بورس امریکا واسراییل هم مثل بازار ایران نابودشده یا بازار دشمن شما بیش از80 درصد بالا رفته با چه ادعایی میخواهید بجنگید."
"462264243,2026-02-15T05:52:53Z,1404/11/26 09:22,M150150,saeed150150,twit,آفرین به پیش بینی"
"462264238,2026-02-15T05:52:51Z,1404/11/26 09:22,گرگ والستریت,parsa1234567890,twit,#بتیس نوش جونت حقوقی، خوب داری بز خری میکنی،"
